kind,title,image,audio,attribution,generic,tags
activity,Making tea,activity-6.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: making tea."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""steps"": [{""id"": ""activity-6:0"", ""title"": ""Fill the kettle"", ""imageUrl"": ""/content/demo/ML/activity-6-step-1.svg""}, {""id"": ""activity-6:1"", ""title"": ""Boil the water"", ""imageUrl"": ""/content/demo/ML/activity-6-step-2.svg""}, {""id"": ""activity-6:2"", ""title"": ""Add tea leaves"", ""imageUrl"": ""/content/demo/ML/activity-6-step-3.svg""}, {""id"": ""activity-6:3"", ""title"": ""Pour into a cup"", ""imageUrl"": ""/content/demo/ML/activity-6-step-4.svg""}, {""id"": ""activity-6:4"", ""title"": ""Let it cool"", ""imageUrl"": ""/content/demo/ML/activity-6-step-5.svg""}, {""id"": ""activity-6:5"", ""title"": ""Sit comfortably"", ""imageUrl"": ""/content/demo/ML/activity-6-step-6.svg""}, {""id"": ""activity-6:6"", ""title"": ""Enjoy the tea"", ""imageUrl"": ""/content/demo/ML/activity-6-step-7.svg""}]}"
word,Cup,word-1.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: cup."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Kettle,word-2.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: kettle."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Basket,word-3.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: basket."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Book,word-4.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: book."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Chair,word-5.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: chair."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Table,word-6.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: table."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Lamp,word-7.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: lamp."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Clock,word-8.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: clock."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Key,word-9.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: key."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Door,word-10.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: door."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Window,word-11.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: window."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Umbrella,word-12.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: umbrella."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Hat,word-13.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: hat."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Bag,word-14.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: bag."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Spoon,word-15.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: spoon."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Bowl,word-16.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: bowl."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Plate,word-17.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: plate."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Bottle,word-18.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: bottle."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Leaf,word-19.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: leaf."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Flower,word-20.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: flower."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Tree,word-21.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: tree."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Sun,word-22.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: sun."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Moon,word-23.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: moon."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Star,word-24.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: star."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Cloud,word-25.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: cloud."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Rain,word-26.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: rain."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Bird,word-27.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: bird."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Fish,word-28.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: fish."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Butterfly,word-29.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: butterfly."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Boat,word-30.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: boat."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Bridge,word-31.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: bridge."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,House,word-32.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: house."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Drum,word-33.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: drum."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Bell,word-34.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: bell."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Ball,word-35.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: ball."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Kite,word-36.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: kite."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Banana,word-37.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: banana."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Mango,word-38.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: mango."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Apple,word-39.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: apple."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
word,Rice,word-40.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: rice."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.""}"
routine_scene,Garden courtyard,change-1-original.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: garden courtyard."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""targets"": [""flower"", ""bird"", ""basket"", ""leaf"", ""bench"", ""lamp""], ""distractors"": [""cloud"", ""stone"", ""path"", ""fence"", ""hat"", ""door"", ""tree"", ""window""], ""variants"": [{""imageUrl"": ""/content/demo/ML/change-1-1.svg"", ""differences"": [{""id"": ""flower"", ""title"": ""Flower"", ""imageUrl"": """"}]}, {""imageUrl"": ""/content/demo/ML/change-1-2.svg"", ""differences"": [{""id"": ""flower"", ""title"": ""Flower"", ""imageUrl"": """"}, {""id"": ""bird"", ""title"": ""Bird"", ""imageUrl"": """"}]}, {""imageUrl"": ""/content/demo/ML/change-1-3.svg"", ""differences"": [{""id"": ""flower"", ""title"": ""Flower"", ""imageUrl"": """"}, {""id"": ""bird"", ""title"": ""Bird"", ""imageUrl"": """"}, {""id"": ""basket"", ""title"": ""Basket"", ""imageUrl"": """"}]}, {""imageUrl"": ""/content/demo/ML/change-1-4.svg"", ""differences"": [{""id"": ""flower"", ""title"": ""Flower"", ""imageUrl"": """"}, {""id"": ""bird"", ""title"": ""Bird"", ""imageUrl"": """"}, {""id"": ""basket"", ""title"": ""Basket"", ""imageUrl"": """"}, {""id"": ""lamp"", ""title"": ""Lamp"", ""imageUrl"": """"}]}]}"
routine_scene,Market courtyard,change-2-original.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: market courtyard."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""targets"": [""flower"", ""bird"", ""basket"", ""leaf"", ""bench"", ""lamp""], ""distractors"": [""cloud"", ""stone"", ""path"", ""fence"", ""hat"", ""door"", ""tree"", ""window""], ""variants"": [{""imageUrl"": ""/content/demo/ML/change-2-1.svg"", ""differences"": [{""id"": ""flower"", ""title"": ""Flower"", ""imageUrl"": """"}]}, {""imageUrl"": ""/content/demo/ML/change-2-2.svg"", ""differences"": [{""id"": ""flower"", ""title"": ""Flower"", ""imageUrl"": """"}, {""id"": ""bird"", ""title"": ""Bird"", ""imageUrl"": """"}]}, {""imageUrl"": ""/content/demo/ML/change-2-3.svg"", ""differences"": [{""id"": ""flower"", ""title"": ""Flower"", ""imageUrl"": """"}, {""id"": ""bird"", ""title"": ""Bird"", ""imageUrl"": """"}, {""id"": ""basket"", ""title"": ""Basket"", ""imageUrl"": """"}]}, {""imageUrl"": ""/content/demo/ML/change-2-4.svg"", ""differences"": [{""id"": ""flower"", ""title"": ""Flower"", ""imageUrl"": """"}, {""id"": ""bird"", ""title"": ""Bird"", ""imageUrl"": """"}, {""id"": ""basket"", ""title"": ""Basket"", ""imageUrl"": """"}, {""id"": ""lamp"", ""title"": ""Lamp"", ""imageUrl"": """"}]}]}"
routine_scene,Lakeside path,change-3-original.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: lakeside path."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""targets"": [""flower"", ""bird"", ""basket"", ""leaf"", ""bench"", ""lamp""], ""distractors"": [""cloud"", ""stone"", ""path"", ""fence"", ""hat"", ""door"", ""tree"", ""window""], ""variants"": [{""imageUrl"": ""/content/demo/ML/change-3-1.svg"", ""differences"": [{""id"": ""flower"", ""title"": ""Flower"", ""imageUrl"": """"}]}, {""imageUrl"": ""/content/demo/ML/change-3-2.svg"", ""differences"": [{""id"": ""flower"", ""title"": ""Flower"", ""imageUrl"": """"}, {""id"": ""bird"", ""title"": ""Bird"", ""imageUrl"": """"}]}, {""imageUrl"": ""/content/demo/ML/change-3-3.svg"", ""differences"": [{""id"": ""flower"", ""title"": ""Flower"", ""imageUrl"": """"}, {""id"": ""bird"", ""title"": ""Bird"", ""imageUrl"": """"}, {""id"": ""basket"", ""title"": ""Basket"", ""imageUrl"": """"}]}, {""imageUrl"": ""/content/demo/ML/change-3-4.svg"", ""differences"": [{""id"": ""flower"", ""title"": ""Flower"", ""imageUrl"": """"}, {""id"": ""bird"", ""title"": ""Bird"", ""imageUrl"": """"}, {""id"": ""basket"", ""title"": ""Basket"", ""imageUrl"": """"}, {""id"": ""lamp"", ""title"": ""Lamp"", ""imageUrl"": """"}]}]}"
routine_scene,Home courtyard,change-4-original.svg,,"Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings.",true,"{""generic"": true, ""demo"": true, ""note"": ""Illustrative practice: home courtyard."", ""attribution"": ""Original Smarana geometric illustration / synthesized practice audio, generated by the repository script. CC0-1.0. Generic English demo content; not documentary photos or traditional recordings."", ""targets"": [""flower"", ""bird"", ""basket"", ""leaf"", ""bench"", ""lamp""], ""distractors"": [""cloud"", ""stone"", ""path"", ""fence"", ""hat"", ""door"", ""tree"", ""window""], ""variants"": [{""imageUrl"": ""/content/demo/ML/change-4-1.svg"", ""differences"": [{""id"": ""flower"", ""title"": ""Flower"", ""imageUrl"": """"}]}, {""imageUrl"": ""/content/demo/ML/change-4-2.svg"", ""differences"": [{""id"": ""flower"", ""title"": ""Flower"", ""imageUrl"": """"}, {""id"": ""bird"", ""title"": ""Bird"", ""imageUrl"": """"}]}, {""imageUrl"": ""/content/demo/ML/change-4-3.svg"", ""differences"": [{""id"": ""flower"", ""title"": ""Flower"", ""imageUrl"": """"}, {""id"": ""bird"", ""title"": ""Bird"", ""imageUrl"": """"}, {""id"": ""basket"", ""title"": ""Basket"", ""imageUrl"": """"}]}, {""imageUrl"": ""/content/demo/ML/change-4-4.svg"", ""differences"": [{""id"": ""flower"", ""title"": ""Flower"", ""imageUrl"": """"}, {""id"": ""bird"", ""title"": ""Bird"", ""imageUrl"": """"}, {""id"": ""basket"", ""title"": ""Basket"", ""imageUrl"": """"}, {""id"": ""lamp"", ""title"": ""Lamp"", ""imageUrl"": """"}]}]}"
